,loss,accuracy,val_loss,val_accuracy
0,0.08473469316959381,0.3739282786846161,0.04810424894094467,0.4933720827102661
1,0.0505438856780529,0.5172231197357178,0.04242517799139023,0.5264244079589844
2,0.04660562425851822,0.5347488522529602,0.03853727504611015,0.5240116119384766
3,0.0425899513065815,0.5375478863716125,0.03591693565249443,0.4404069781303406
4,0.03866753354668617,0.5182318091392517,0.03507816046476364,0.4320348799228668
5,0.03576577827334404,0.5226825475692749,0.03366732597351074,0.35889536142349243
6,0.03369750455021858,0.565967321395874,0.033320605754852295,0.3608139455318451
7,0.03236494958400726,0.5767475366592407,0.03296671807765961,0.3604360520839691
8,0.03136881813406944,0.5863677859306335,0.032745786011219025,0.370087206363678
9,0.030489357188344002,0.5907050371170044,0.032385360449552536,0.382906973361969
10,0.029664143919944763,0.5974631905555725,0.03146383911371231,0.38322675228118896
11,0.029005326330661774,0.6019139885902405,0.030382225289940834,0.3829941749572754
12,0.028479229658842087,0.603061318397522,0.029491255059838295,0.377645343542099
13,0.02801813744008541,0.607070803642273,0.028752988204360008,0.37569767236709595
14,0.02758227288722992,0.6129211187362671,0.02805154398083687,0.375029057264328
15,0.02714209444820881,0.6210535764694214,0.02734457328915596,0.37593021988868713
16,0.026719383895397186,0.632375955581665,0.026682060211896896,0.38063952326774597
17,0.02628340944647789,0.6414161920547485,0.025971367955207825,0.38616278767585754
18,0.025873500853776932,0.6472160816192627,0.025258181616663933,0.39389535784721375
19,0.0254390686750412,0.6565715074539185,0.024478033185005188,0.4052616357803345
20,0.024994878098368645,0.6697347164154053,0.023723984137177467,0.43316859006881714
21,0.024565929546952248,0.6818892359733582,0.023077264428138733,0.49296510219573975
22,0.024137623608112335,0.6964898109436035,0.022311080247163773,0.6000581383705139
23,0.02374216541647911,0.7092873454093933,0.021573549136519432,0.6754941940307617
24,0.02337675355374813,0.7192102074623108,0.020817367359995842,0.7062790989875793
25,0.023037899285554886,0.7252748608589172,0.02016160823404789,0.7389825582504272
26,0.022761553525924683,0.7307847738265991,0.01970304735004902,0.7452034950256348
27,0.022526301443576813,0.7396484613418579,0.019261987879872322,0.7475290894508362
28,0.02230369672179222,0.7467218041419983,0.01887807622551918,0.744389533996582
29,0.02209744229912758,0.7507817149162292,0.01852286234498024,0.7442151308059692
