,loss,mae,val_loss,val_mae
0,0.07674811035394669,0.07674811035394669,0.048868175595998764,0.048868175595998764
1,0.049085479229688644,0.04908548668026924,0.043317731469869614,0.043317731469869614
2,0.043997667729854584,0.043997667729854584,0.039447225630283356,0.039447225630283356
3,0.039637524634599686,0.039637524634599686,0.036542218178510666,0.036542218178510666
4,0.03654799610376358,0.03654799610376358,0.03357478976249695,0.03357478976249695
5,0.03440876677632332,0.03440876677632332,0.0310965608805418,0.0310965608805418
6,0.03286926448345184,0.03286926448345184,0.02960173413157463,0.02960173413157463
7,0.031518831849098206,0.031518831849098206,0.02891061268746853,0.02891061268746853
8,0.0302189402282238,0.0302189402282238,0.028337573632597923,0.028337573632597923
9,0.02904646098613739,0.02904646098613739,0.027543868869543076,0.027543868869543076
10,0.028073251247406006,0.028073251247406006,0.02693754993379116,0.02693754993379116
11,0.027378207072615623,0.027378207072615623,0.026234515011310577,0.026234515011310577
12,0.026823582127690315,0.026823582127690315,0.025668343529105186,0.025668345391750336
13,0.026340216398239136,0.026340216398239136,0.025205861777067184,0.025205861777067184
14,0.0258887130767107,0.0258887130767107,0.02488279715180397,0.02488279715180397
15,0.025457311421632767,0.025457311421632767,0.024478457868099213,0.024478457868099213
16,0.025037501007318497,0.025037501007318497,0.0241429191082716,0.0241429191082716
17,0.024648433551192284,0.024648433551192284,0.023792335763573647,0.023792335763573647
18,0.024285711348056793,0.024285713210701942,0.02345097064971924,0.02345097064971924
19,0.02392980270087719,0.02392980270087719,0.023007016628980637,0.023007016628980637
20,0.023599011823534966,0.023599011823534966,0.022572975605726242,0.022572975605726242
21,0.023297728970646858,0.023297728970646858,0.02227693982422352,0.02227693982422352
22,0.022987481206655502,0.022987481206655502,0.02204953320324421,0.02204953320324421
23,0.022702012211084366,0.022702012211084366,0.021772488951683044,0.021772488951683044
24,0.02242397516965866,0.02242397516965866,0.021310806274414062,0.021310806274414062
25,0.02215077355504036,0.02215077355504036,0.02106236293911934,0.02106236293911934
26,0.021875934675335884,0.021875934675335884,0.020773008465766907,0.020773008465766907
27,0.021605990827083588,0.021605990827083588,0.02031390368938446,0.02031390368938446
28,0.021403318271040916,0.021403318271040916,0.01985466666519642,0.01985466666519642
29,0.021150361746549606,0.021150361746549606,0.01942635327577591,0.01942635327577591
