,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,label
0,0.27637101525915303,-0.544337694945125,-0.21556275334471992,0.3166521838246146,-0.35796474406664014,0.0757277525599836,0.08326636526495966,-0.4394593290539014,-0.11569874820869949,0.15838961249974276,-0.20793480933279157,0.0347769115407264,-0.12537214885218437,-0.18187218871850303,-0.19490776525605286,0.07356521381951941,-0.037453193153801016,-0.012765746410913298,-0.14987492706556893,-0.02277548986050483,-0.2455752125758969,0.06621748215152015,0.06514542635105783,0.03739422301135408,-0.09600108607662453,-0.06910857224047257,-0.030106145571301417,Minimum Sway
1,0.34358156505107196,-0.522833802174571,-0.14095676348107322,0.31662861949991444,-0.34678814675757585,0.047644913660475616,0.04078500124413778,-0.436951285852947,-0.1467329341392687,0.24629203584449222,-0.1691333133792835,0.04671647410879833,-0.10878331823957343,-0.22907451295113104,-0.08898801439868745,0.07082147848198087,-0.10941777186859637,-0.048478494287473625,-0.24699504865731337,-0.09081454296758418,-0.22115700139234423,0.08306750208927316,0.04150984637209228,0.07174257000098944,-0.10668701575745163,0.001316177369997694,-0.012923864883013614,Minimum Sway
2,0.29889605649791445,-0.4668913661150507,-0.16463592811501435,0.30279896304794557,-0.3308284139492728,0.030200483127695955,0.0718630239564445,-0.41578898489467164,-0.11057962353070777,0.1770498348866895,-0.1545578325061391,0.02752442643020942,-0.08760817429091151,-0.2296113746861638,-0.18620031015821112,0.10165972525644973,-0.10474858907390086,-0.04642620582574694,-0.17162697591251821,-0.021953241999577253,-0.21543006931678288,0.07922302051924364,0.04692132458342663,0.049292019511681606,-0.08878411833986478,-0.047308951570596516,-0.07457708473609319,Minimum Sway
3,0.34261656326142154,-0.5273056211720442,-0.3096906426129109,0.2771724284433714,-0.38551613324869954,0.013739719459144133,0.01689652501000732,-0.43882420548895357,-0.15522234385774494,0.1978601567987779,-0.22421586044017264,0.022214811858957864,-0.08642106066087052,-0.17946503641506695,-0.21479206797799594,0.1600477805849487,-0.06577666797934693,-0.0755537629552076,-0.22460378845138418,0.04415461175259997,-0.27135043084316623,0.10087685058463007,0.060535080564742605,0.038816308140852476,-0.08648762194052378,-0.07002404272844093,-0.07308733373650553,Minimum Sway
4,0.3425057254623609,-0.5909043400022843,-0.19954270516904135,0.28187241144369074,-0.39283479452998993,0.06207515694617033,0.06182232524948616,-0.3915468148622497,-0.2576709241736752,0.16640077627234492,-0.1853375077094208,0.03781898531259522,-0.1344248783443983,-0.19771824476569624,-0.2175433846862158,0.10750802971643052,-0.07885435657997565,-0.054488632010462945,-0.19145507552440758,0.04280679321359633,-0.2575597771574774,0.07519995803802759,0.042355240366206554,0.07956498958737067,-0.12713518396637025,-0.055699190943600894,-0.11265487131758825,Minimum Sway
5,0.3216009140361728,-0.5361480210386718,-0.23694293680824796,0.2884798736605988,-0.3443746123753115,0.01736814393708687,0.08793573327066492,-0.41060376308220486,-0.20380225442522598,0.19266384861093636,-0.16757101342389175,0.11802286589663862,-0.15540327224287687,-0.2623229548329876,-0.22845869234050661,0.16783012690599275,-0.08317210605242187,-0.019409676302051388,-0.21466911197171987,0.002548724525717319,-0.2915231412099891,0.07641161404654553,-0.010226705619435901,0.109995584802149,-0.09040795118298557,0.003733800859900202,-0.0859089291192725,Minimum Sway
6,0.3568322439551832,-0.5136635984911476,-0.24032077682102512,0.31669449602626376,-0.41692891676194527,0.04261296214277744,0.07072253234117265,-0.48715855495855304,-0.23841064150903474,0.20435031206870763,-0.21514015233209238,0.038724649285117325,-0.10739928326287101,-0.18096492751425775,-0.2243104155847972,0.21041059244620158,-0.0668542664487853,0.0546961181417209,-0.22815916901653557,-0.08313672751458243,-0.2149051240161014,0.07841217949210041,0.02991164496769585,0.05789960676750377,-0.08522146674024367,-0.0495594970243769,-0.0486619289589701,Minimum Sway
7,0.35056678469145464,-0.5562656652595395,-0.24745746066717975,0.3667181523434261,-0.4084796375501605,0.026782315347169065,0.08334163354247873,-0.41427120835187403,-0.19615463598206373,0.2521606474263318,-0.17030819846768758,0.05463656494735382,-0.1641732415403654,-0.2464329046729471,-0.15164828708053765,0.22006820474358224,-0.05466186197723934,0.01017640041030609,-0.24352445502574524,-0.09004879340761102,-0.29049629016271783,0.08753546002427375,0.04369155436285029,0.07563601582828645,-0.13060852229504058,-0.03201234814423046,-0.09979980851110706,Minimum Sway
8,0.3524412909469291,-0.5357745662829625,-0.22988928712173554,0.32822838840020824,-0.3989002266953125,0.01173877694961441,0.10144265156833612,-0.45640314244898145,-0.19793429454879138,0.2753792973281049,-0.19940168161628824,0.10869019403234498,-0.18695588191038465,-0.21927126908342376,-0.16716734598673239,0.14625611578840444,-0.06644109775758121,0.005864041338749056,-0.25643959810522304,-0.08495004527224817,-0.1819786286023533,0.10745484622533666,0.06866013535138682,0.03496743758713678,-0.16171122183390535,-0.02734302120508945,-0.0976978311380126,Minimum Sway
9,0.363689372104964,-0.5352364425659301,-0.246185187579374,0.3498498667851849,-0.3818660238764624,0.027598377001617828,0.11739245583029428,-0.4466186698671985,-0.24152229740736422,0.2169534172904483,-0.18062703840263664,0.07263611841755563,-0.11771885573516276,-0.2601415410633506,-0.20273033654872863,0.16743922047480725,-0.08549016401098075,-0.009037673120594343,-0.1824554909229246,0.008164865318843792,-0.30209350169243754,0.07055217464831506,-0.01670286006722696,0.03722289085127044,-0.08324554379792018,-0.053911699943542855,-0.06935122312566017,Minimum Sway
