,loss,mae,val_loss,val_mae
0,0.07528117299079895,0.07528117299079895,0.04650324210524559,0.04650324210524559
1,0.05001457408070564,0.05001457408070564,0.04032868891954422,0.04032868519425392
2,0.04568002372980118,0.04568002372980118,0.0363834872841835,0.0363834872841835
3,0.04152681678533554,0.04152681678533554,0.03588264808058739,0.03588264808058739
4,0.03953719884157181,0.03953719884157181,0.03449208661913872,0.03449208661913872
5,0.03804442659020424,0.03804442659020424,0.033817581832408905,0.033817581832408905
6,0.03665265813469887,0.03665265813469887,0.03346319496631622,0.03346319496631622
7,0.03549958020448685,0.03549958020448685,0.0333259142935276,0.0333259142935276
8,0.0344168022274971,0.0344168059527874,0.03302648290991783,0.03302648290991783
9,0.03331426903605461,0.03331426903605461,0.032324545085430145,0.032324545085430145
10,0.032167091965675354,0.032167091965675354,0.031506091356277466,0.031506091356277466
11,0.03095746599137783,0.03095746599137783,0.030393356457352638,0.030393356457352638
12,0.030038541182875633,0.030038541182875633,0.02935980074107647,0.02935980074107647
13,0.029352979734539986,0.029352979734539986,0.028221495449543,0.028221495449543
14,0.028667911887168884,0.028667911887168884,0.027177734300494194,0.027177734300494194
15,0.02801015041768551,0.02801015041768551,0.02631821297109127,0.02631821297109127
16,0.027366267517209053,0.027366267517209053,0.025478655472397804,0.025478655472397804
17,0.02679351344704628,0.02679351344704628,0.024539876729249954,0.024539876729249954
18,0.02622116170823574,0.02622116170823574,0.023645659908652306,0.023645659908652306
19,0.025707919150590897,0.025707919150590897,0.022770889103412628,0.022770889103412628
20,0.025228729471564293,0.025228729471564293,0.02218617871403694,0.02218617871403694
21,0.0248036440461874,0.02480364218354225,0.021733680739998817,0.021733680739998817
22,0.02446192502975464,0.02446192502975464,0.0213068425655365,0.0213068425655365
23,0.024119310081005096,0.024119310081005096,0.020897237583994865,0.020897237583994865
24,0.023842545226216316,0.023842545226216316,0.020599571987986565,0.020599571987986565
25,0.023577822372317314,0.023577822372317314,0.02030946873128414,0.02030946873128414
26,0.023343021050095558,0.023343021050095558,0.019985157996416092,0.019985157996416092
27,0.023074815049767494,0.023074815049767494,0.01967579312622547,0.01967579312622547
28,0.022812824696302414,0.022812824696302414,0.019392114132642746,0.019392114132642746
29,0.02261645346879959,0.02261645346879959,0.019103145226836205,0.019103145226836205
